operatorname;theme;indicator;transportmode;transportsubmode;id_line;name_line;trimester;year;percent_result;occurrence_result;target_reference_contract;penality
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01743;B;T3;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Train;;C01739;P;T3;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Tramtrain;;C02344;T13;T3;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01742;A;T4;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);RER;;C01729;E;T4;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Tramtrain;;C01999;T11;T4;2024;;;97.0;Non
SNCF;Sûreté;Disponibilité des équipements de vidéoprotection (en gare);Tramtrain;;C02344;T13;T4;2024;;;97.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique en situation normale à bord;Bus;;;Noctilien;T2;2024;;;96.0;Non
SNCF;Propreté;Propreté des véhicules;Bus;;;Noctilien;T2;2024;;;97.89999999999999;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs;Bus;;;Noctilien;T3;2024;;;94.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale aux points d'arrêt;Bus;;;Noctilien;T4;2024;;;96.0;Non
RATP;Accessibilité;Arrêt au trottoir;Bus;Bus Paris;;;T2;2024;;;99.5;Non
RATP;Ventes et Validations;Disponibilité des équipements de validations;Bus;Bus en site propre;;TVM,393;T1;2024;;;90.5;Non
RATP;Ventes et Validations;Disponibilité des équipements de validations;Bus;Bus en site propre;;TVM,393;T3;2024;;;90.5;Non
RATP;Ventes et Validations;Disponibilité des équipements de validations;Bus;Bus petite couronne;;;T4;2024;;;97.0;Non
RATP;Accessibilité;Disponibilité des palettes UFR;Bus;Bus en site propre;;TVM,393;T4;2024;;;98.5;Non
RATP;Information voyageurs;Information dynamique en situation normale à bord des véhicules;Bus;Bus petite couronne;;;T1;2024;;;93.0;Non
RATP;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Bus;Bus petite couronne;;;T1;2024;;;96.0;Non
RATP;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Bus;Bus Paris;;;T2;2024;;;96.0;Non
RATP;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Bus;Bus Paris;;;T3;2024;;;96.0;Non
RATP;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Bus;Noctilien;;;T3;2024;;;96.0;Non
RATP;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Bus;Bus en site propre;;TVM,393;T4;2024;;;98.5;Non
RATP;Information voyageurs;Information en cas de travaux;Bus;Bus;;Global;T1;2024;;;95.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord des véhicules;Bus;Bus Paris;;;T1;2024;;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord des véhicules;Bus;Bus petite couronne;;;T2;2024;;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord des véhicules;Bus;Bus Paris;;;T3;2024;;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale aux points d'arrêt;Bus;Bus petite couronne;;;T3;2024;;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale aux points d'arrêt;Bus;Noctilien;;;T3;2024;;;98.0;Non
RATP;Contact voyageurs;Qualité du contact voyageurs;Bus;Bus en site propre;;TVM,393;T1;2024;;;99.0;Non
RATP;Contact voyageurs;Qualité du contact voyageurs;Bus;Noctilien;;;T2;2024;;;99.0;Non
RATP;Contact voyageurs;Qualité du contact voyageurs;Bus;Bus Paris;;;T3;2024;;;99.0;Non
RATP;Contact voyageurs;Sécurité, confort de conduite;Bus;Bus petite couronne;;;T3;2024;;;98.5;Oui
RATP;Contact voyageurs;Sécurité, confort de conduite;Bus;Noctilien;;;T3;2024;;;98.5;Oui
RATP;Contact voyageurs;Sécurité, confort de conduite;Bus;Bus en site propre;;TVM,393;T4;2024;;;99.0;Oui
RATP;Contact voyageurs;Délai de contact à distance;Métro;Lignes métro classiques;C01374,C01381,C01383;4,11,13;T2;2024;;;92.0;Oui
RATP;Contact voyageurs;Délai de contact à distance;Métro;Lignes métro automatiques;C01371,C01384;1,14;T4;2024;;;92.0;Oui
RATP;Contact voyageurs;Délai de contact en station/gare;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T2;2024;;;92.0;Oui
RATP;Contact voyageurs;Délai de contact en station/gare;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T3;2024;;;92.0;Oui
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des ascenseurs;Métro;Lignes métro automatiques;C01371,C01384;1,14;T2;2024;;;;Oui
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des ascenseurs;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T2;2024;;;;Oui
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des ascenseurs;Métro;Lignes métro automatiques;C01371,C01384;1,14;T3;2024;;;;Oui
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des ascenseurs;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T3;2024;;;;Oui
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T3;2024;;;;Oui
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T4;2024;;;;Oui
RATP;Ventes et Validations;Disponibilité des appareils de distribution;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T1;2024;;;98.5;Non
RATP;Ventes et Validations;Disponibilité des appareils de distribution;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T1;2024;;;97.7;Non
RATP;Accessibilité;Disponibilité des ascenseurs;Métro;Lignes métro automatiques;C01371,C01384;1,14;T1;2024;;;98.0;Non
RATP;Accessibilité;Disponibilité des ascenseurs;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T2;2024;;;98.0;Non
RATP;Accessibilité;Disponibilité des ascenseurs;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T3;2024;;;97.5;Non
RATP;Accessibilité;Disponibilité des ascenseurs;Métro;Lignes métro automatiques;C01371,C01384;1,14;T4;2024;;;98.0;Non
RATP;Sûreté;Disponibilité des bornes d'appel voyageurs;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T2;2024;;;98.9;Non
RATP;Sûreté;Disponibilité des bornes d'appel voyageurs;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T3;2024;;;98.9;Non
RATP;Sûreté;Disponibilité des bornes d'appel voyageurs;Métro;Lignes métro automatiques;C01371,C01384;1,14;T4;2024;;;98.9;Non
RATP;Sûreté;Disponibilité des bornes d'appel voyageurs;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T4;2024;;;98.9;Non
RATP;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;Métro;Lignes métro automatiques;C01371,C01384;1,14;T2;2024;;;98.5;Non
RATP;Sûreté;Disponibilité des équipements de vidéoprotection et station/gare;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T2;2024;;;98.5;Non
RATP;Accessibilité;Disponibilité des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T2;2024;;;97.5;Non
RATP;Accessibilité;Disponibilité des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T3;2024;;;97.5;Non
RATP;Accessibilité;Disponibilité des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T4;2024;;;97.5;Non
RATP;Ventes et Validations;Disponibilité des lignes de péages;Métro;Lignes métro automatiques;C01371,C01384;1,14;T2;2024;;;98.5;Non
RATP;Ventes et Validations;Disponibilité des lignes de péages;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T3;2024;;;98.5;Non
RATP;Ventes et Validations;Disponibilité des lignes de péages;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T4;2024;;;98.0;Non
RATP;Information voyageurs;Information dynamique en situation normale à bord;Métro;Lignes métro automatiques;C01371,C01384;1,14;T2;2024;;;99.0;Non
RATP;Information voyageurs;Information dynamique en situation normale à bord;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T2;2024;;;99.0;Non
RATP;Information voyageurs;Information dynamique en situation normale à bord;Métro;Lignes métro automatiques;C01371,C01384;1,14;T3;2024;;;99.0;Non
RATP;Information voyageurs;Information dynamique en situation normale en station et gare;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T1;2024;;;99.0;Non
RATP;Information voyageurs;Information dynamique en situation normale en station et gare;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T4;2024;;;99.0;Non
RATP;Information voyageurs;Information en cas de grève;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T2;2024;;;95.0;Oui
RATP;Information voyageurs;Information en cas de travaux;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T1;2024;;;99.0;Non
RATP;Information voyageurs;Information en cas de travaux;Métro;Lignes métro automatiques;C01371,C01384;1,14;T2;2024;;;99.0;Non
RATP;Information voyageurs;Information en cas de travaux;Métro;Lignes métro automatiques;C01371,C01384;1,14;T3;2024;;;99.0;Non
RATP;Information voyageurs;Information en cas de travaux;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T3;2024;;;99.0;Non
RATP;Information voyageurs;Information en cas de travaux;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T4;2024;;;99.0;Non
RATP;Information voyageurs;Information en situation perturbée imprévue à bord;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T1;2024;;;80.4;Non
RATP;Information voyageurs;Information en situation perturbée imprévue à bord;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T4;2024;;;80.4;Non
RATP;Information voyageurs;Information en situation perturbée imprévue en station et à distance;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T1;2024;;;81.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T2;2024;;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord;Métro;Lignes métro automatiques;C01371,C01384;1,14;T4;2024;;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale en station et gare;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T1;2024;;;99.5;Non
RATP;Information voyageurs;Information statique en situation normale en station et gare;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T2;2024;;;99.5;Non
RATP;Information voyageurs;Information statique en situation normale en station et gare;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T3;2024;;;99.5;Non
RATP;Propreté;Propreté des stations et gares;Métro;Lignes métro automatiques;C01371,C01384;1,14;T1;2024;;;94.0;Non
RATP;Propreté;Propreté des stations et gares;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T2;2024;;;94.0;Non
RATP;Propreté;Propreté des stations et gares;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T3;2024;;;92.5;Non
RATP;Propreté;Propreté des trains;Métro;Lignes métro automatiques;C01371,C01384;1,14;T2;2024;;;94.0;Non
RATP;Propreté;Propreté des trains;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T2;2024;;;90.0;Non
RATP;Propreté;Propreté des trains;Métro;Lignes métro automatiques;C01371,C01384;1,14;T3;2024;;;94.0;Non
RATP;Propreté;Propreté des trains;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T3;2024;;;93.0;Non
RATP;Contact voyageurs;Qualité du contact voyageurs en station et en gare;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T3;2024;;;98.8;Non
RATP;Accessibilité;Respect des délais de remise en service des ascenseurs;Métro;Lignes métro automatiques;C01371,C01384;1,14;T1;2024;;;98.5;Non
RATP;Accessibilité;Respect des délais de remise en service des ascenseurs;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T2;2024;;;98.5;Non
RATP;Accessibilité;Respect des délais de remise en service des ascenseurs;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T3;2024;;;98.5;Non
RATP;Accessibilité;Respect des délais de remise en service des ascenseurs;Métro;Lignes métro automatiques;C01371,C01384;1,14;T4;2024;;;98.5;Non
RATP;Accessibilité;Respect des délais de remise en service des ascenseurs;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T4;2024;;;98.5;Non
RATP;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;T1;2024;;;98.5;Non
RATP;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro automatiques;C01371,C01384;1,14;T2;2024;;;98.5;Non
RATP;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro automatiques;C01371,C01384;1,14;T4;2024;;;98.5;Non
RATP;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;T4;2024;;;98.5;Non
RATP;Information voyageurs;Information en situation perturbée imprévue à bord;RER;;C01742;A;T3;2024;;;72.7;Non
RATP;Information voyageurs;Information en situation perturbée imprévue en station et à distance;RER;;C01743;B;T2;2024;;;67.0;Non
RATP;Information voyageurs;Information en cas de travaux;RER;;C01743;B;T3;2024;;;99.0;Non
RATP;Information voyageurs;Information dynamique en situation normale à bord;RER;;C01742;A;T1;2024;;;98.5;Non
RATP;Information voyageurs;Information dynamique en situation normale à bord;RER;;C01743;B;T3;2024;;;85.5;Non
RATP;Information voyageurs;Information dynamique en situation normale en station et gare;RER;;C01742;A;T4;2024;;;98.5;Non
RATP;Information voyageurs;Information statique en situation normale à bord;RER;;C01742;A;T1;2024;;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord;RER;;C01742;A;T3;2024;;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale à bord;RER;;C01743;B;T1;2024;;;98.0;Non
RATP;Information voyageurs;Information statique en situation normale en station et gare;RER;;C01742;A;T4;2024;;;99.0;Non
RATP;Contact voyageurs;Qualité du contact voyageurs en station et en gare;RER;;C01742;A;T1;2024;;;98.6;Non
RATP;Contact voyageurs;Qualité du contact voyageurs en station et en gare;RER;;C01742;A;T4;2024;;;98.6;Non
RATP;Contact voyageurs;Délai de contact en station/gare;RER;;C01742;A;T4;2024;;;92.0;Oui
RATP;Contact voyageurs;Délai de contact à distance;RER;;C01743;B;T4;2024;;;92.0;Oui
RATP;Propreté;Propreté des stations et gares;RER;;C01742;A;T1;2024;;;84.0;Non
RATP;Propreté;Propreté des stations et gares;RER;;C01742;A;T4;2024;;;84.0;Non
RATP;Propreté;Propreté des stations et gares;RER;;C01743;B;T2;2024;;;91.0;Non
RATP;Propreté;Propreté des trains;RER;;C01742;A;T2;2024;;;94.5;Non
RATP;Accessibilité;Disponibilité des ascenseurs;RER;;C01743;B;T2;2024;;;99.5;Non
RATP;Accessibilité;Respect des délais de remise en service des ascenseurs;RER;;C01743;B;T3;2024;;;99.0;Non
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des ascenseurs;RER;;C01742;A;T3;2024;;;;Oui
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des ascenseurs;RER;;C01742;A;T4;2024;;;;Oui
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des ascenseurs;RER;;C01743;B;T1;2024;;;;Oui
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des ascenseurs;RER;;C01743;B;T4;2024;;;;Oui
RATP;Accessibilité;Disponibilité des escaliers mécaniques et trottoirs roulants;RER;;C01742;A;T1;2024;;;98.0;Non
RATP;Accessibilité;Disponibilité des escaliers mécaniques et trottoirs roulants;RER;;C01742;A;T2;2024;;;98.0;Non
RATP;Accessibilité;Disponibilité des escaliers mécaniques et trottoirs roulants;RER;;C01743;B;T2;2024;;;98.0;Non
RATP;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;RER;;C01742;A;T1;2024;;;99.5;Non
RATP;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;RER;;C01743;B;T1;2024;;;99.5;Non
RATP;Accessibilité;Délai d'information en cas de pannes de plus de 48h des escaliers mécaniques et trottoirs roulants;RER;;C01742;A;T1;2024;;;;Oui
RATP;Ventes et Validations;Disponibilité des appareils de distribution;RER;;C01742;A;T3;2024;;;98.5;Non
RATP;Ventes et Validations;Disponibilité des appareils de distribution;RER;;C01743;B;T4;2024;;;98.5;Non
RATP;Sûreté;Disponibilité des bornes d'appel voyageurs;RER;;C01742;A;T3;2024;;;98.9;Non
RATP;Contact voyageurs;Délai de contact à distance;Tramway;Tramway groupe 1;C01389;T1;T2;2024;;;;Oui
