operatorname;theme;indicator;transportmode;transportsubmode;id_line;name_line;trimester;year;percent_result;occurrence_result;target_reference_contract;penality
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01738;N;T1;2022;95.4;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01742;A;T2;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01743;B;T2;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01729;E;T2;2022;96.8;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01736;K;T3;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01737;L;T3;2022;94.2;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01738;N;T3;2022;96.1;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Tramtrain;;C01843;T4;T3;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01728;D;T4;2022;98.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Train;;C01730;H;T4;2022;98.4;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Tramtrain;;C01843;T4;T4;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;Tramtrain;;C01999;T11;T4;2022;100.0;;98.0;Non
SNCF;Elévatique;Arrêt au trottoir des véhicules;Bus;;;Noctilien;Global;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée prévue;Bus;;;Noctilien;Global;2022;96.8;;97.0;Non
RATP;Accessibilité;Arrêt au trottoir;Bus;Bus Paris;;;Global;2022;99.7;;99.5;Non
RATP;Ventes et Validations;Disponibilité des équipements de distribution;Bus;Bus en site propre;;TVM,393;Global;2022;95.1;;96.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Tramtrain;;C01999;T11;T1;2022;91.7;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01727;C;T2;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01739;P;T2;2022;98.6;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Tramtrain;;C01843;T4;T2;2022;87.5;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01729;E;T3;2022;98.57142857142858;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01739;P;T3;2022;94.73684210526315;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01740;R;T3;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01728;D;T4;2022;96.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01730;H;T4;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Train;;C01740;R;T4;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;Tramtrain;;C01843;T4;T4;2022;58.3;;98.0;Non
RATP;Accessibilité;Disponibilité des palettes UFR;Bus;Bus Paris;;;Global;2022;99.0;;97.5;Non
RATP;Information voyageurs;Information dynamique en situation normale à bord des véhicules;Bus;Bus petite couronne;;;Global;2022;89.0;;93.0;Non
RATP;Information voyageurs;Information dynamique en situation normale aux points d'arrêts;Bus;Bus petite couronne;;;Global;2022;90.0;;96.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01729;E;T1;2022;97.6;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01731;J;T1;2022;97.6;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01736;K;T1;2022;98.9;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01740;R;T1;2022;98.1;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Tramtrain;;C01999;T11;T1;2022;98.1;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01742;A;T2;2022;95.8;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01743;B;T2;2022;98.8;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01728;D;T2;2022;97.7;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01729;E;T2;2022;97.4;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01731;J;T2;2022;97.8;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01737;L;T2;2022;97.2;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01738;N;T2;2022;98.1;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Tramtrain;;C01843;T4;T2;2022;98.8;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01736;K;T3;2022;96.9;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01741;U;T3;2022;98.6;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01743;B;T4;2022;98.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01727;C;T4;2022;98.1;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01730;H;T4;2022;97.8;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01736;K;T4;2022;98.2;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01738;N;T4;2022;97.8;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01739;P;T4;2022;99.3;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;Train;;C01740;R;T4;2022;98.9;;98.0;Non
RATP;Propreté;Propreté des stations;Bus;Bus en site propre;;TVM,393;Global;2022;97.4;;96.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01727;C;T1;2022;100.0;;76.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01728;D;T1;2022;58.099999999999994;;82.69999999999999;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01737;L;T1;2022;95.1;;95.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01727;C;T2;2022;72.7;;76.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01727;C;T3;2022;92.0;;76.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Tramtrain;;C01843;T4;T3;2022;68.2;;87.5;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;Train;;C01736;K;T4;2022;87.5;;95.0;Non
RATP;Contact voyageurs;Qualité du contact voyageurs;Bus;Bus en site propre;;TVM,393;Global;2022;99.5;;99.0;Non
RATP;Contact voyageurs;Qualité du contact voyageurs;Bus;Noctilien;;;Global;2022;95.6;;99.0;Non
RATP;Contact voyageurs;Sécurité, confort de conduite;Bus;Bus petite couronne;;;Global;2022;97.9;;98.5;Oui
RATP;Contact voyageurs;Délai de contact à distance;Métro;Lignes métro modernisées;C01373,C01375;3,5;Global;2022;97.8;;92.0;Oui
RATP;Contact voyageurs;Délai de contact en station/gare;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;Global;2022;98.3;;92.0;Oui
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01742;A;T1;2022;97.9;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01743;B;T1;2022;100.0;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01727;C;T1;2022;99.2;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01737;L;T1;2022;97.5;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01743;B;T2;2022;99.3;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01728;D;T2;2022;99.9;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01731;J;T2;2022;99.6;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01738;N;T2;2022;99.9;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01743;B;T3;2022;99.6;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01742;A;T4;2022;99.9;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Train;;C01738;N;T4;2022;99.0;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Tramtrain;;C01843;T4;T4;2022;99.9;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;Tramtrain;;C01999;T11;T4;2022;99.5;;99.0;Non
RATP;Ventes et Validations;Disponibilité des appareils de distribution;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;Global;2022;97.5;;97.7;Non
RATP;Accessibilité;Disponibilité des ascenseurs;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;Global;2022;98.3;;97.5;Non
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01742;A;T1;2022;100.0;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01730;H;T1;2022;;1;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01739;P;T1;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Tramtrain;;C01843;T4;T1;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Tramtrain;;C01843;T4;T2;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Tramtrain;;C01999;T11;T2;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01743;B;T3;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01731;J;T3;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01737;L;T3;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01743;B;T4;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01729;E;T4;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01731;J;T4;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Train;;C01739;P;T4;2022;;0;;Oui
SNCF;Information voyageurs;Information voyageurs en cas de grèves;Tramtrain;;C01843;T4;T4;2022;;1;;Oui
RATP;Information voyageurs;Information dynamique en situation normale à bord;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;Global;2022;99.9;;99.0;Non
RATP;Information voyageurs;Information dynamique en situation normale en station et gare;Métro;Lignes métro automatiques;C01371,C01384;1,14;Global;2022;99.9;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01742;A;T1;2022;99.1;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01743;B;T2;2022;94.8;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01736;K;T2;2022;96.4;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01737;L;T2;2022;95.8;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01731;J;T3;2022;100.0;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01736;K;T3;2022;100.0;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01737;L;T3;2022;99.2;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01740;R;T3;2022;97.5;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01736;K;T4;2022;100.0;;89.0;Non
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;Train;;C01741;U;T4;2022;100.0;;89.0;Non
RATP;Information voyageurs;Information en cas de grève;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;Global;2022;100.0;;95.0;Oui
RATP;Information voyageurs;Information en situation perturbée imprévue à bord;Métro;Lignes métro automatiques;C01371,C01384;1,14;Global;2022;87.1;;80.4;Non
RATP;Information voyageurs;Information en situation perturbée imprévue à bord;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;Global;2022;83.8;;80.4;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01741;U;T1;2022;96.39999999999999;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01728;D;T2;2022;95.7;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01729;E;T2;2022;93.5;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01737;L;T2;2022;94.8;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01727;C;T3;2022;95.0;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01738;N;T3;2022;96.1;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01731;J;T4;2022;94.9;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01737;L;T4;2022;94.7;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Train;;C01741;U;T4;2022;94.5;;97.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;Tramtrain;;C01843;T4;T4;2022;84.5;;97.0;Non
RATP;Propreté;Propreté des trains;Métro;Lignes métro classiques;C01372,C01374,C01376,C01377,C01378,C01380,C01381,C01382,C01383;2,4,6,7,8,10,11,12,13;Global;2022;93.1;;90.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01728;D;T1;2022;98.9;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01729;E;T1;2022;99.0;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01740;R;T1;2022;99.2;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01742;A;T2;2022;97.4;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01736;K;T2;2022;98.9;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01739;P;T2;2022;99.5;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Tramtrain;;C01843;T4;T2;2022;95.5;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01738;N;T3;2022;98.9;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01741;U;T3;2022;98.5;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Tramtrain;;C01843;T4;T3;2022;97.1;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01742;A;T4;2022;98.2;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01727;C;T4;2022;99.6;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01730;H;T4;2022;99.3;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Train;;C01741;U;T4;2022;98.6;;96.5;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;Tramtrain;;C01999;T11;T4;2022;99.8;;96.5;Non
RATP;Accessibilité;Respect des délais de remise en service des ascenseurs;Métro;Lignes métro automatiques;C01371,C01384;1,14;Global;2022;98.1;;98.5;Non
RATP;Accessibilité;Respect des délais de remise en service des ascenseurs;Métro;Lignes métro modernisées;C01373,C01375,C01379;3,5,9;Global;2022;99.5;;98.5;Non
RATP;Accessibilité;Respect des délais de remise en service des escaliers mécaniques et trottoirs roulants;Métro;Lignes métro automatiques;C01371,C01384;1,14;Global;2022;98.8;;98.5;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01743;B;Global;2022;100.0;;98.0;Non
SNCF;Information voyageurs;Information voyageurs  statique en situation normale en gare et station;RER;;C01727;C;Global;2022;97.2;;98.0;Non
SNCF;Information voyageurs;Information voyageurs statique en situation normale à bord;RER;;C01727;C;Global;2022;99.9;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01742;A;Global;2022;95.5;;98.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01727;C;T1;2022;93.30000000000001;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01730;H;T1;2022;84.1;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01739;P;T1;2022;92.60000000000001;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01742;A;T2;2022;80.5;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01743;B;T2;2022;96.8;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01728;D;T2;2022;96.0;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01728;D;T3;2022;91.1;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01737;L;T3;2022;95.6;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01731;J;T4;2022;90.7;;93.0;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);Train;;C01741;U;T4;2022;81.7;;93.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01743;B;Global;2022;98.6;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale en gare et station;RER;;C01727;C;Global;2022;97.8;;98.0;Non
SNCF;Information voyageurs;Information voyageurs dynamique et sonore en situation normale à bord;RER;;C01727;C;Global;2022;86.5;;76.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de travaux;RER;;C01743;B;Global;2022;99.5;;99.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01742;A;Global;2022;;0;;Oui
SNCF;Propreté;Propreté des gares;Train;;C01736;K;T1;2022;93.7;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01740;R;T1;2022;96.8;;90.0;Non
SNCF;Propreté;Propreté des gares;Tramtrain;;C01999;T11;T2;2022;94.3;;90.0;Non
SNCF;Propreté;Propreté des gares;RER;;C01743;B;T3;2022;90.1;;90.0;Non
SNCF;Propreté;Propreté des gares;RER;;C01728;D;T3;2022;95.5;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01730;H;T3;2022;95.7;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01736;K;T3;2022;92.0;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01737;L;T3;2022;96.5;;90.0;Non
SNCF;Propreté;Propreté des gares;RER;;C01743;B;T4;2022;94.9;;90.0;Non
SNCF;Propreté;Propreté des gares;RER;;C01727;C;T4;2022;94.8;;90.0;Non
SNCF;Propreté;Propreté des gares;Train;;C01740;R;T4;2022;95.4;;90.0;Non
SNCF;Propreté;Propreté des gares;Tramtrain;;C01843;T4;T4;2022;95.4;;90.0;Non
SNCF;Information voyageurs;Information voyageurs en cas de grèves;RER;;C01729;E;Global;2022;;1;;Oui
SNCF;Information voyageurs;Information voyageurs en situation perturbée imprévue;RER;;C01743;B;Global;2022;95.9;;89.0;Non
SNCF;Ventes & Validations;Fonctionnement des automates de vente;RER;;C01728;D;Global;2022;95.7;;97.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01737;L;T1;2022;93.7;;94.0;Non
SNCF;Propreté;Propreté des trains;Tramtrain;;C01843;T4;T1;2022;84.6;;94.0;Non
SNCF;Propreté;Propreté des trains;Tramtrain;;C01999;T11;T1;2022;88.4;;94.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01741;U;T2;2022;89.7;;94.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01730;H;T3;2022;94.8;;94.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01736;K;T3;2022;94.7;;94.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01739;P;T3;2022;91.2;;94.0;Non
SNCF;Propreté;Propreté des trains;RER;;C01728;D;T4;2022;92.9;;94.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01731;J;T4;2022;90.3;;94.0;Non
SNCF;Propreté;Propreté des trains;Train;;C01737;L;T4;2022;94.5;;94.0;Non
SNCF;Ventes & Validations;Disponibilité des équipements de validation;RER;;C01727;C;Global;2022;99.3;;96.5;Non
SNCF;Ventes & Validations;Efficacité des lignes de Contrôles Automatiques Banlieue (CAB);RER;;C01727;C;Global;2022;91.2;;93.0;Non
SNCF;Propreté;Propreté des gares;RER;;C01742;A;Global;2022;94.2;;90.0;Non
SNCF;Propreté;Propreté des gares;RER;;C01729;E;Global;2022;92.5;;90.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01742;A;T1;2022;81.6;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01727;C;T1;2022;75.4;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01728;D;T1;2022;79.80000000000001;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01731;J;T1;2022;85.3;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01743;B;T2;2022;74.0;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01731;J;T2;2022;76.8;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01737;L;T2;2022;79.6;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Tramtrain;;C01843;T4;T2;2022;85.6;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Tramtrain;;C01999;T11;T2;2022;68.3;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01742;A;T3;2022;85.6;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01738;N;T3;2022;85.2;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Tramtrain;;C01999;T11;T3;2022;51.9;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;RER;;C01728;D;T4;2022;74.0;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Train;;C01731;J;T4;2022;81.8;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Tramtrain;;C01843;T4;T4;2022;82.0;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs en gare;Tramtrain;;C01999;T11;T4;2022;67.8;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01742;A;Global;2022;88.8;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01743;B;Global;2022;84.6;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01731;J;T1;2022;95.1;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01737;L;T1;2022;96.2;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Tramtrain;;C01843;T4;T1;2022;95.0;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01743;B;T2;2022;80.5;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01730;H;T2;2022;79.8;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01736;K;T2;2022;82.4;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01728;D;T3;2022;81.3;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01730;H;T3;2022;86.3;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01738;N;T3;2022;80.7;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01740;R;T3;2022;84.0;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Tramtrain;;C01999;T11;T3;2022;59.4;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;RER;;C01743;B;T4;2022;83.5;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Train;;C01740;R;T4;2022;95.6;;97.0;Non
SNCF;Contact voyageurs;Qualité du contact voyageurs à distance;Tramtrain;;C01843;T4;T4;2022;90.5;;97.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01727;C;Global;2022;83.2;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01728;D;Global;2022;82.1;;91.0;Non
SNCF;Elévatique;Disponibilité des escaliers mécaniques;RER;;C01743;B;Global;2022;97.2;;98.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01729;E;T1;2022;88.6;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01730;H;T1;2022;90.10000000000001;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01731;J;T1;2022;89.60000000000001;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01736;K;T1;2022;79.7;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;RER;;C01727;C;T2;2022;79.9;;91.0;Non
SNCF;Contact voyageurs;Délai contact voyageurs en gare en 5 minutes et à distance en 1 minute;Train;;C01737;L;T2;2022;72.4;;91.0;Non
